namapemda,provinsi,pulau,tahun,jenis,level1,level2,Level2a,level3,level3a,nilai
Kab. Aceh Tengah,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,516. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,13596978400.0
Kab. Aceh Tengah,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,521. Belanja Modal Tanah,520. Belanja Modal,1900000000.0
Kab. Aceh Tengah,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,522. Belanja Modal Peralatan dan Mesin,520. Belanja Modal,27382026211.0
Kab. Aceh Tengah,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,523. Belanja Modal Gedung dan Bangunan,520. Belanja Modal,31048101163.0
Kab. Aceh Tengah,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,"524. Belanja Modal Jalan, Jaringan, dan Irigasi",520. Belanja Modal,37736367709.0
Kab. Aceh Tengah,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,525. Belanja Modal Aset Tetap Lainnya,520. Belanja Modal,689880000.0
Kab. Aceh Tengah,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,53. Belanja Tidak Terduga,54. Belanja Lainnya,531. Belanja Tidak Terduga,531. Belanja Tidak Terduga,3000000000.0
Kab. Aceh Tengah,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,541. Belanja Bagi Hasil,541. Belanja Bagi Hasil,2350267375.0
Kab. Aceh Tengah,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,542. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,273685852600.0
Kab. Aceh Tengah,Provinsi Aceh,Sumatera,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,66. Pengeluaran Pembiayaan Lainnya,621. Pembentukan Dana Cadangan,621. Pembentukan Dana Cadangan,6600000000.0
Kab. Aceh Tengah,Provinsi Aceh,Sumatera,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,64. Penyertaan Modal,622. Penyertaan Modal Daerah,622. Penyertaan Modal Daerah,1000000000.0
Kab. Aceh Tenggara,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,411. Pajak Daerah,411. Pajak Daerah,16450000000.0
Kab. Aceh Tenggara,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,412. Retribusi Daerah,412. Retribusi Daerah,60531850000.0
Kab. Aceh Tenggara,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,414. Lain-lain PAD yang Sah,414. Lain-Lain PAD yang Sah,15350000000.0
Kab. Aceh Tenggara,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,42. TKDD,421. Pendapatan Transfer Pemerintah Pusat,421. Pendapatan Transfer Pemerintah Pusat,1034681237000.0
Kab. Aceh Tenggara,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,43. Pendapatan Lainnya,422. Pendapatan Transfer Antar Daerah,422. Pendapatan Transfer Antar Daerah,78930538975.0
Kab. Aceh Tenggara,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,433. Lain-Lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,433. Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,13500000000.0
Kab. Aceh Tenggara,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,51. Belanja Pegawai,511. Belanja Pegawai,511. Belanja Pegawai,421964718657.0
Kab. Aceh Tenggara,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,512. Belanja Barang dan Jasa,365914636318.0
Kab. Aceh Tenggara,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,515. Belanja Hibah,515. Belanja Hibah,16629596000.0
Kab. Aceh Tenggara,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,516. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,467200000.0
Kab. Aceh Tenggara,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,521. Belanja Modal Tanah,520. Belanja Modal,2059300000.0
Kab. Aceh Tenggara,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,522. Belanja Modal Peralatan dan Mesin,520. Belanja Modal,18084545763.0
Kab. Aceh Tenggara,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,523. Belanja Modal Gedung dan Bangunan,520. Belanja Modal,15994841393.0
Kab. Aceh Tenggara,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,"524. Belanja Modal Jalan, Jaringan, dan Irigasi",520. Belanja Modal,65313888499.0
Kab. Aceh Tenggara,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,525. Belanja Modal Aset Tetap Lainnya,520. Belanja Modal,4293198600.0
Kab. Aceh Tenggara,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,53. Belanja Tidak Terduga,54. Belanja Lainnya,531. Belanja Tidak Terduga,531. Belanja Tidak Terduga,2000000000.0
Kab. Aceh Tenggara,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,542. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,315149105800.0
Kab. Aceh Tenggara,Provinsi Aceh,Sumatera,2023,Anggaran,6. Pembiayaan,61. Penerimaan Pembiayaan,61. SILPA TA Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,8427405055.0
Kab. Aceh Timur,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,411. Pajak Daerah,411. Pajak Daerah,19725015302.0
Kab. Aceh Timur,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,412. Retribusi Daerah,412. Retribusi Daerah,1798000000.0
Kab. Aceh Timur,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,2000000000.0
Kab. Aceh Timur,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,414. Lain-lain PAD yang Sah,414. Lain-Lain PAD yang Sah,79944625463.0
Kab. Aceh Timur,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,42. TKDD,421. Pendapatan Transfer Pemerintah Pusat,421. Pendapatan Transfer Pemerintah Pusat,1488143115000.0
Kab. Aceh Timur,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,43. Pendapatan Lainnya,422. Pendapatan Transfer Antar Daerah,422. Pendapatan Transfer Antar Daerah,113467452024.0
Kab. Aceh Timur,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,431. Pendapatan Hibah,431. Pendapatan Hibah,2427274000.0
Kab. Aceh Timur,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,433. Lain-Lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,433. Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,36717082925.0
Kab. Aceh Timur,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,51. Belanja Pegawai,511. Belanja Pegawai,511. Belanja Pegawai,766784311505.0
Kab. Aceh Timur,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,512. Belanja Barang dan Jasa,331992651717.0
Kab. Aceh Timur,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,514. Belanja Subsidi,514. Belanja Subsidi,904500000.0
Kab. Aceh Timur,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,515. Belanja Hibah,515. Belanja Hibah,57227385060.0
Kab. Aceh Timur,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,516. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,21541530400.0
Kab. Aceh Timur,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,521. Belanja Modal Tanah,520. Belanja Modal,661956840.0
Kab. Aceh Timur,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,522. Belanja Modal Peralatan dan Mesin,520. Belanja Modal,17389214815.0
Kab. Aceh Timur,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,523. Belanja Modal Gedung dan Bangunan,520. Belanja Modal,28458548742.0
Kab. Aceh Timur,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,"524. Belanja Modal Jalan, Jaringan, dan Irigasi",520. Belanja Modal,51786914044.0
Kab. Aceh Timur,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,525. Belanja Modal Aset Tetap Lainnya,520. Belanja Modal,802300000.0
Kab. Aceh Timur,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,53. Belanja Tidak Terduga,54. Belanja Lainnya,531. Belanja Tidak Terduga,531. Belanja Tidak Terduga,1897500000.0
Kab. Aceh Timur,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,541. Belanja Bagi Hasil,541. Belanja Bagi Hasil,2152301530.0
Kab. Aceh Timur,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,542. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,460781381300.0
Kab. Aceh Timur,Provinsi Aceh,Sumatera,2023,Anggaran,6. Pembiayaan,61. Penerimaan Pembiayaan,61. SILPA TA Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,4489931239.0
Kab. Aceh Timur,Provinsi Aceh,Sumatera,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,64. Penyertaan Modal,622. Penyertaan Modal Daerah,622. Penyertaan Modal Daerah,1332000000.0
Kab. Aceh Timur,Provinsi Aceh,Sumatera,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,65. Pembayaran Pokok Utang,623. Pembayaran Cicilan Pokok Utang yang Jatuh Tempo,623. Pembayaran Cicilan Pokok Utang yang Jatuh Tempo,5000000000.0
Kab. Aceh Utara,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,411. Pajak Daerah,411. Pajak Daerah,32045000000.0
Kab. Aceh Utara,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,412. Retribusi Daerah,412. Retribusi Daerah,4408765900.0
Kab. Aceh Utara,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,20922892607.0
Kab. Aceh Utara,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,414. Lain-lain PAD yang Sah,414. Lain-Lain PAD yang Sah,137009164400.0
Kab. Aceh Utara,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,42. TKDD,421. Pendapatan Transfer Pemerintah Pusat,421. Pendapatan Transfer Pemerintah Pusat,2116539262000.0
Kab. Aceh Utara,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,43. Pendapatan Lainnya,422. Pendapatan Transfer Antar Daerah,422. Pendapatan Transfer Antar Daerah,104587951165.0
Kab. Aceh Utara,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,431. Pendapatan Hibah,431. Pendapatan Hibah,37513000.0
Kab. Aceh Utara,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,433. Lain-Lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,433. Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,50000000000.0
Kab. Aceh Utara,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,51. Belanja Pegawai,511. Belanja Pegawai,511. Belanja Pegawai,925046085882.0
Kab. Aceh Utara,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,512. Belanja Barang dan Jasa,530211379829.0
Kab. Aceh Utara,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,514. Belanja Subsidi,514. Belanja Subsidi,583800000.0
Kab. Aceh Utara,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,515. Belanja Hibah,515. Belanja Hibah,41139955156.0
Kab. Aceh Utara,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,516. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,48492852670.0
Kab. Aceh Utara,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,521. Belanja Modal Tanah,520. Belanja Modal,1200000000.0
Kab. Aceh Utara,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,522. Belanja Modal Peralatan dan Mesin,520. Belanja Modal,70046967182.0
Kab. Aceh Utara,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,523. Belanja Modal Gedung dan Bangunan,520. Belanja Modal,69019211720.0
Kab. Aceh Utara,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,"524. Belanja Modal Jalan, Jaringan, dan Irigasi",520. Belanja Modal,110180844969.0
Kab. Aceh Utara,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,525. Belanja Modal Aset Tetap Lainnya,520. Belanja Modal,64092900.0
Kab. Aceh Utara,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,53. Belanja Tidak Terduga,54. Belanja Lainnya,531. Belanja Tidak Terduga,531. Belanja Tidak Terduga,4000000000.0
Kab. Aceh Utara,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,541. Belanja Bagi Hasil,541. Belanja Bagi Hasil,3079953328.0
Kab. Aceh Utara,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,542. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,717700491360.0
Kab. Aceh Utara,Provinsi Aceh,Sumatera,2023,Anggaran,6. Pembiayaan,61. Penerimaan Pembiayaan,61. SILPA TA Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,55215085924.0
Kab. Bireuen,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,411. Pajak Daerah,411. Pajak Daerah,34316532994.0
Kab. Bireuen,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,412. Retribusi Daerah,412. Retribusi Daerah,13180738000.0
Kab. Bireuen,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,5415771469.0
Kab. Bireuen,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,414. Lain-lain PAD yang Sah,414. Lain-Lain PAD yang Sah,109782139770.0
Kab. Bireuen,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,42. TKDD,421. Pendapatan Transfer Pemerintah Pusat,421. Pendapatan Transfer Pemerintah Pusat,1586121857000.0
Kab. Bireuen,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,43. Pendapatan Lainnya,422. Pendapatan Transfer Antar Daerah,422. Pendapatan Transfer Antar Daerah,78939569687.0
Kab. Bireuen,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,431. Pendapatan Hibah,431. Pendapatan Hibah,314642000.0
Kab. Bireuen,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,433. Lain-Lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,433. Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,26910000000.0
Kab. Bireuen,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,51. Belanja Pegawai,511. Belanja Pegawai,511. Belanja Pegawai,742927821762.0
Kab. Bireuen,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,512. Belanja Barang dan Jasa,332961705708.0
Kab. Bireuen,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,515. Belanja Hibah,515. Belanja Hibah,85745918875.0
Kab. Bireuen,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,516. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,33551679047.0
Kab. Bireuen,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,522. Belanja Modal Peralatan dan Mesin,520. Belanja Modal,27662198679.0
Kab. Bireuen,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,523. Belanja Modal Gedung dan Bangunan,520. Belanja Modal,29589643856.0
Kab. Bireuen,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,"524. Belanja Modal Jalan, Jaringan, dan Irigasi",520. Belanja Modal,62804620404.0
Kab. Bireuen,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,525. Belanja Modal Aset Tetap Lainnya,520. Belanja Modal,8492604400.0
Kab. Bireuen,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,53. Belanja Tidak Terduga,54. Belanja Lainnya,531. Belanja Tidak Terduga,531. Belanja Tidak Terduga,2313022000.0
Kab. Bireuen,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,541. Belanja Bagi Hasil,541. Belanja Bagi Hasil,4749727099.0
Kab. Bireuen,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,542. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,530368863100.0
Kab. Bireuen,Provinsi Aceh,Sumatera,2023,Anggaran,6. Pembiayaan,61. Penerimaan Pembiayaan,61. SILPA TA Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,6186554010.0
Kab. Pidie,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,411. Pajak Daerah,411. Pajak Daerah,19510593501.0
Kab. Pidie,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,412. Retribusi Daerah,412. Retribusi Daerah,7027043500.0
Kab. Pidie,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,2625000000.0
Kab. Pidie,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,414. Lain-lain PAD yang Sah,414. Lain-Lain PAD yang Sah,187684180292.0
Kab. Pidie,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,42. TKDD,421. Pendapatan Transfer Pemerintah Pusat,421. Pendapatan Transfer Pemerintah Pusat,1711112627000.0
Kab. Pidie,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,43. Pendapatan Lainnya,422. Pendapatan Transfer Antar Daerah,422. Pendapatan Transfer Antar Daerah,86245642836.0
Kab. Pidie,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,431. Pendapatan Hibah,431. Pendapatan Hibah,300000000.0
Kab. Pidie,Provinsi Aceh,Sumatera,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,433. Lain-Lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,433. Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,34303758605.0
Kab. Pidie,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,51. Belanja Pegawai,511. Belanja Pegawai,511. Belanja Pegawai,805943444665.0
Kab. Pidie,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,512. Belanja Barang dan Jasa,339289671883.0
Kab. Pidie,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,514. Belanja Subsidi,514. Belanja Subsidi,150000000.0
Kab. Pidie,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,515. Belanja Hibah,515. Belanja Hibah,57753271377.0
Kab. Pidie,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,516. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,16943000341.0
Kab. Pidie,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,521. Belanja Modal Tanah,520. Belanja Modal,1580317168.0
Kab. Pidie,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,522. Belanja Modal Peralatan dan Mesin,520. Belanja Modal,71395024939.0
Kab. Pidie,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,523. Belanja Modal Gedung dan Bangunan,520. Belanja Modal,58679000614.0
Kab. Pidie,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,"524. Belanja Modal Jalan, Jaringan, dan Irigasi",520. Belanja Modal,67529019049.0
Kab. Pidie,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,525. Belanja Modal Aset Tetap Lainnya,520. Belanja Modal,1152905643.0
Kab. Pidie,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,526. Belanja Modal Aset Lainnya,520. Belanja Modal,100000000.0
Kab. Pidie,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,53. Belanja Tidak Terduga,54. Belanja Lainnya,531. Belanja Tidak Terduga,531. Belanja Tidak Terduga,6073895325.0
Kab. Pidie,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,541. Belanja Bagi Hasil,541. Belanja Bagi Hasil,2653763700.0
Kab. Pidie,Provinsi Aceh,Sumatera,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,542. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,618565531030.0
Kab. Pidie,Provinsi Aceh,Sumatera,2023,Anggaran,6. Pembiayaan,61. Penerimaan Pembiayaan,61. SILPA TA Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,0.0
Kab. Pidie,Provinsi Aceh,Sumatera,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,64. Penyertaan Modal,622. Penyertaan Modal Daerah,622. Penyertaan Modal Daerah,1000000000.0
